accession,gi,species,kingdom,phylum,class,order,family,genus
NC_005269.1,27604,Caperea marginata,Animalia,Chordata,Mammalia,Cetacea,Neobalaenidae,Caperea
NC_021461.1,34892,Neophocaena phocaenoides,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Neophocaena
NC_005280.1,9742,Phocoena phocoena,Animalia,Chordata,Mammalia,Cetacea,Phocoenidae,Phocoena
NC_005275.1,48752,Platanista minor,Animalia,Chordata,Mammalia,Cetacea,Platanistidae,Platanista
NC_036421.1,249018,Saccopteryx leptura,Animalia,Chordata,Mammalia,Chiroptera,Emballonuridae,Saccopteryx
NC_018540.1,186990,Hipposideros armiger,Animalia,Chordata,Mammalia,Chiroptera,Hipposideridae,Hipposideros
NC_036331.1,2049285,Tadarida latouchei,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida
NC_036330.1,59483,Tadarida teniotis,Animalia,Chordata,Mammalia,Chiroptera,Molossidae,Tadarida
NC_023368.1,59476,Pteronotus parnellii,Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus
NC_033353.1,118856,Pteronotus personatus,Animalia,Chordata,Mammalia,Chiroptera,Mormoopidae,Pteronotus
NC_006925.1,94961,Mystacina tuberculata,Animalia,Chordata,Mammalia,Chiroptera,Mystacinidae,Mystacina
NC_037137.1,94963,Noctilio leporinus,Animalia,Chordata,Mammalia,Chiroptera,Noctilionidae,Noctilio
NC_022420.1,27642,Anoura caudifer,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Anoura
NC_002009.1,9417,Artibeus jamaicensis,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus
NC_016871.1,27634,Artibeus lituratus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Artibeus
NC_022421.1,9421,Brachyphylla cavernarum,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Brachyphylla
NC_022422.1,40233,Carollia perspicillata,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Carollia
NC_037132.1,148086,Chrotopterus auritus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Chrotopterus
NC_022423.1,9430,Desmodus rotundus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Desmodus
NC_037133.1,148087,Diaemus youngi,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diaemus
NC_037138.1,148089,Diphylla ecaudata,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Diphylla
NC_041639.1,148036,Ectophylla alba,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Ectophylla
NC_037139.1,148064,Glyphonycteris daviesi,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Glyphonycteris
NC_037134.1,138705,Hsunycteris thomasi,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Hsunycteris
NC_037135.1,148061,Lonchorhina aurita,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lonchorhina
NC_022424.1,263451,Lophostoma silvicolum,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Lophostoma
NC_037136.1,9419,Macrotus californicus,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Macrotus
NC_022419.1,148066,Micronycteris megalotis,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Micronycteris
NC_022426.1,138707,Rhinophylla pumilio,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Rhinophylla
NC_022427.1,27661,Sturnira tildae,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Sturnira
NC_022428.1,171122,Tonatia saurophila,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Tonatia
NC_022429.1,148074,Vampyrum spectrum,Animalia,Chordata,Mammalia,Chiroptera,Phyllostomidae,Vampyrum
NC_026465.1,58060,Cynopterus brachyotis,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Cynopterus
NC_029375.1,372077,Epomophorus gambianus,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Epomophorus
NC_023122.1,9402,Pteropus alecto,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus
NC_002612.1,126282,Pteropus dasymallus,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus
NC_002619.1,94117,Pteropus scapulatus,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus
NC_026542.1,132908,Pteropus vampyrus,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Pteropus
NC_007393.1,9407,Rousettus aegyptiacus,Animalia,Chordata,Mammalia,Chiroptera,Pteropodidae,Rousettus
NC_016191.1,1077283,Rhinolophus ferrumequinum,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
NC_020326.1,1203030,Rhinolophus ferrumequinum,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
NC_011304.1,472238,Rhinolophus formosae,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
NC_018539.1,337453,Rhinolophus luctus,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
NC_026460.1,196889,Rhinolophus macrotis,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
NC_005433.1,169756,Rhinolophus monoceros,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
NC_028536.1,188572,Rhinolophus rex,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
NC_034306.1,476589,Rhinolophus thomasi,Animalia,Chordata,Mammalia,Chiroptera,Rhinolophidae,Rhinolophus
NC_002626.1,143942,Chalinolobus tuberculatus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Chalinolobus
NC_016872.1,27674,Corynorhinus rafinesquii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Corynorhinus
NC_022474.1,59452,Eptesicus serotinus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Eptesicus
NC_029939.1,999321,Hypsugo alaschanicus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Hypsugo
NC_016873.1,258930,Lasiurus borealis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Lasiurus
NC_025949.1,187017,Murina leucogaster,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina
NC_021119.1,187021,Murina ussuriensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Murina
NC_036327.1,159322,Myotis albescens,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036324.1,384633,Myotis atacamensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036320.1,321263,Myotis auriculus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_034227.1,59462,Myotis bechsteinii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_029342.1,392318,Myotis bombinus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_025308.1,109478,Myotis brandtii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_025568.1,225400,Myotis davidii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036312.1,159325,Myotis dominicensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036313.1,257883,Myotis evotis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_015828.1,225401,Myotis formosus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_041638.1,187012,Myotis frater,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036325.1,138977,Myotis horsfieldii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_022698.1,155915,Myotis ikonnikovi,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036314.1,159327,Myotis keaysi,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036321.1,27668,Myotis leibii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_029849.1,59463,Myotis lucifugus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_022694.1,187014,Myotis macrodactylus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036328.1,385035,Myotis martiniquensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036322.1,1442609,Myotis melanorhinus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_029422.1,159330,Myotis muricola,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_029346.1,51298,Myotis myotis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036318.1,153286,Myotis nigricans,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036316.1,159332,Myotis oxyotus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_027973.1,526407,Myotis petax,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036317.1,124752,Myotis riparius,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036315.1,159333,Myotis ruber,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036323.1,153287,Myotis thysanodes,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036326.1,159335,Myotis volans,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_036319.1,159337,Myotis yumanensis,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Myotis
NC_027237.1,51300,Nyctalus noctula,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus
NC_041160.1,375553,Nyctalus plancyi,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Nyctalus
NC_005436.1,105295,Pipistrellus abramus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus
NC_029191.1,258946,Pipistrellus coromandra,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Pipistrellus
NC_015484.1,61862,Plecotus auritus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus
NC_027977.1,242915,Plecotus macrobullaris,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Plecotus
NC_033347.1,59485,Vespertilio murinus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,Vespertilio
NC_028556.1,1756215,Cabassous centralis,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Cabassous
NC_028557.1,1756213,Cabassous chacoensis,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Cabassous
NC_028558.1,1756214,Cabassous tatouay,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Cabassous
NC_028559.1,48852,Cabassous unicinctus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Cabassous
NC_028560.1,984615,Calyptophractus retusus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Calyptophractus
NC_028561.1,340076,Chaetophractus vellerosus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chaetophractus
NC_028562.1,29080,Chaetophractus villosus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chaetophractus
NC_028563.1,450267,Chlamyphorus truncatus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Chlamyphorus
NC_028565.1,1756220,Dasypus hybridus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus
NC_028566.1,81630,Dasypus kappleri,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus
NC_001821.1,9361,Dasypus novemcinctus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus
NC_028567.1,1756219,Dasypus pilosus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus
NC_028568.1,1756217,Dasypus sabanicola,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus
NC_028569.1,1700840,Dasypus septemcinctus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Dasypus
NC_028571.1,143300,Euphractus sexcinctus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Euphractus
NC_028573.1,183752,Priodontes maximus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Priodontes
NC_028575.1,183749,Tolypeutes matacus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Tolypeutes
NC_028576.1,183750,Tolypeutes tricinctus,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Tolypeutes
NC_028577.1,183747,Zaedyus pichiy,Animalia,Chordata,Mammalia,Cingulata,Dasypodidae,Zaedyus
NC_007630.1,9280,Dasyurus hallucatus,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Dasyurus
NC_006523.1,9293,Phascogale tapoatafa,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Phascogale
NC_018788.1,9305,Sarcophilus harrisii,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sarcophilus
NC_007631.1,9301,Sminthopsis crassicaudata,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis
NC_006517.1,90758,Sminthopsis douglasi,Animalia,Chordata,Mammalia,Dasyuromorphia,Dasyuridae,Sminthopsis
NC_011949.1,55782,Myrmecobius fasciatus,Animalia,Chordata,Mammalia,Dasyuromorphia,Myrmecobiidae,Myrmecobius
NC_011944.1,9275,Thylacinus cynocephalus,Animalia,Chordata,Mammalia,Dasyuromorphia,Thylacinidae,Thylacinus
NC_004031.1,482537,Galeopterus variegatus,Animalia,Chordata,Mammalia,Dermoptera,Cynocephalidae,Galeopterus
NC_001610.1,9267,Didelphis virginiana,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Didelphis
NC_006516.1,42725,Metachirus nudicaudatus,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Metachirus
NC_006299.1,13616,Monodelphis domestica,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Monodelphis
NC_005825.1,191871,Thylamys elegans,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Thylamys
NC_029381.1,225728,Tlacuatzin canescens,Animalia,Chordata,Mammalia,Didelphimorphia,Didelphidae,Tlacuatzin
NC_008145.1,38614,Distoechurus pennatus,Animalia,Chordata,Mammalia,Diprotodontia,Acrobatidae,Distoechurus
NC_008136.1,65632,Lagorchestes hirsutus,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagorchestes
NC_008447.1,65634,Lagostrophus fasciatus,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Lagostrophus
NC_039717.1,9316,Macropus fuliginosus,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus
NC_027424.1,9317,Macropus giganteus,Animalia,Chordata,Mammalia,Diprotodontia,Macropodidae,Macropus
NC_008134.1,38616,Dactylopsila trivirgata,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Dactylopsila
NC_008135.1,34899,Petaurus breviceps,Animalia,Chordata,Mammalia,Diprotodontia,Petauridae,Petaurus
NC_008137.1,175809,Phalanger vestitus,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Phalanger
NC_003039.1,9337,Trichosurus vulpecula,Animalia,Chordata,Mammalia,Diprotodontia,Phalangeridae,Trichosurus
NC_008133.1,38626,Phascolarctos cinereus,Animalia,Chordata,Mammalia,Diprotodontia,Phascolarctidae,Phascolarctos
NC_006524.1,9310,Potorous tridactylus,Animalia,Chordata,Mammalia,Diprotodontia,Potoroidae,Potorous
NC_006519.1,9333,Pseudocheirus peregrinus,Animalia,Chordata,Mammalia,Diprotodontia,Pseudocheiridae,Pseudocheirus
NC_006518.1,38632,Tarsipes rostratus,Animalia,Chordata,Mammalia,Diprotodontia,Tarsipedidae,Tarsipes
NC_003322.1,29139,Vombatus ursinus,Animalia,Chordata,Mammalia,Diprotodontia,Vombatidae,Vombatus
NC_002808.1,162630,Echinosorex gymnura,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Echinosorex
NC_002080.2,9365,Erinaceus europaeus,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Erinaceus
NC_005033.1,217708,Hemiechinus auritus,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Hemiechinus
NC_010298.1,48897,Hylomys suillus,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Hylomys
NC_019626.1,977878,Neotetracus sinensis,Animalia,Chordata,Mammalia,Erinaceomorpha,Erinaceidae,Neotetracus
NC_010301.1,42325,Dendrohyrax dorsalis,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Dendrohyrax
NC_004919.1,9813,Procavia capensis,Animalia,Chordata,Mammalia,Hyracoidea,Procaviidae,Procavia
NC_024043.1,48086,Lepus americanus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_015841.1,9981,Lepus capensis,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_024259.1,258242,Lepus coreanus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_004028.1,9983,Lepus europaeus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_024042.1,100182,Lepus granatensis,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_025902.1,274686,Lepus hainanus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_025316.1,112022,Lepus sinensis,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_024040.1,62621,Lepus timidus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_025748.1,283924,Lepus tolai,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_024041.1,63225,Lepus townsendii,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Lepus
NC_001913.1,9986,Oryctolagus cuniculus,Animalia,Chordata,Mammalia,Lagomorpha,Leporidae,Oryctolagus
NC_003033.1,134600,Ochotona collaris,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona
NC_011029.1,130825,Ochotona curzoniae,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona
NC_037186.1,130830,Ochotona erythrotis,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona
NC_039987.1,130835,Ochotona koslowi,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona
NC_005358.1,9978,Ochotona princeps,Animalia,Chordata,Mammalia,Lagomorpha,Ochotonidae,Ochotona
NC_041486.1,28737,Elephantulus edwardii,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Elephantulus
NC_004026.1,29082,Macroscelides proboscideus,Animalia,Chordata,Mammalia,Macroscelidea,Macroscelididae,Macroscelides
NC_005826.1,33562,Dromiciops gliroides,Animalia,Chordata,Mammalia,Microbiotheria,Microbiotheriidae,Dromiciops
NC_000891.1,9258,Ornithorhynchus anatinus,Animalia,Chordata,Mammalia,Monotremata,Ornithorhynchidae,Ornithorhynchus
NC_003321.1,9261,Tachyglossus aculeatus,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Tachyglossus
NC_006364.1,33543,Zaglossus bruijni,Animalia,Chordata,Mammalia,Monotremata,Tachyglossidae,Zaglossus
NC_006522.1,37699,Notoryctes typhlops,Animalia,Chordata,Mammalia,Notoryctemorphia,Notoryctidae,Notoryctes
NC_005828.1,37696,Caenolestes fuliginosus,Animalia,Chordata,Mammalia,Paucituberculata,Caenolestidae,Caenolestes
NC_005829.1,33559,Rhyncholestes raphanurus,Animalia,Chordata,Mammalia,Paucituberculata,Caenolestidae,Rhyncholestes
NC_007632.1,164528,Echymipera rufescens,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Echymipera
NC_002746.1,37698,Isoodon macrourus,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Isoodon
NC_006521.1,37737,Perameles gunnii,Animalia,Chordata,Mammalia,Peramelemorphia,Peramelidae,Perameles
NC_006520.1,92651,Macrotis lagotis,Animalia,Chordata,Mammalia,Peramelemorphia,Thylacomyidae,Macrotis
NC_001788.1,9793,Equus asinus,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_001640.1,9796,Equus caballus,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_020432.2,9792,Equus grevyi,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_016061.1,9794,Equus hemionus,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_018782.1,73334,Equus hemionus,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_020433.1,94398,Equus kiang,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_024030.1,9798,Equus przewalskii,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_018780.1,73335,Equus zebra,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_020476.1,9791,Equus zebra,Animalia,Chordata,Mammalia,Perissodactyla,Equidae,Equus
NC_001808.1,9807,Ceratotherium simum,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium
NC_012684.1,89632,Dicerorhinus sumatrensis,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Dicerorhinus
NC_012682.1,9805,Diceros bicornis,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Diceros
NC_012683.1,102233,Rhinoceros sondaicus,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros
NC_001779.1,9809,Rhinoceros unicornis,Animalia,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,Rhinoceros
NC_036433.1,1496684,Manis crassicaudata,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis
NC_036434.1,1836949,Manis culionensis,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis
NC_036064.1,1559511,Manis gigantea,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis
NC_026781.1,9974,Manis javanica,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis
NC_016008.1,143292,Manis pentadactyla,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis
NC_025769.1,302418,Manis temminckii,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis
NC_004027.1,73815,Manis tetradactyla,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis
NC_026780.1,358128,Manis tricuspis,Animalia,Chordata,Mammalia,Pholidota,Manidae,Manis
NC_028554.1,652851,Bradypus pygmaeus,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus
NC_028555.1,227087,Bradypus torquatus,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus
NC_037527.1,9354,Bradypus tridactylus,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus
NC_028501.1,9355,Bradypus variegatus,Animalia,Chordata,Mammalia,Pilosa,Bradypodidae,Bradypus
NC_028564.1,84074,Cyclopes didactylus,Animalia,Chordata,Mammalia,Pilosa,Cyclopedidae,Cyclopes
NC_006924.1,27675,Choloepus didactylus,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus
NC_027964.1,9358,Choloepus hoffmanni,Animalia,Chordata,Mammalia,Pilosa,Megalonychidae,Choloepus
NC_028572.1,71006,Myrmecophaga tridactyla,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Myrmecophaga
NC_028574.1,9351,Tamandua mexicana,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua
NC_004032.1,48850,Tamandua tetradactyla,Animalia,Chordata,Mammalia,Pilosa,Myrmecophagidae,Tamandua
NC_019799.1,43147,Aotus lemurinus,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus
NC_018116.1,37293,Aotus nancymaae,Animalia,Chordata,Mammalia,Primates,Aotidae,Aotus
NC_021938.1,9502,Alouatta caraya,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta
NC_027825.1,9503,Alouatta seniculus,Animalia,Chordata,Mammalia,Primates,Atelidae,Alouatta
NC_019800.1,9507,Ateles belzebuth,Animalia,Chordata,Mammalia,Primates,Atelidae,Ateles
NC_024628.1,9495,Callimico goeldii,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callimico
NC_021941.1,52231,Callithrix geoffroyi,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix
NC_025586.1,9483,Callithrix jacchus,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix
NC_027658.1,867363,Callithrix kuhlii,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix
NC_030788.1,57378,Callithrix penicillata,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Callithrix
NC_037878.1,58710,Leontopithecus chrysopygus,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus
NC_021952.1,30588,Leontopithecus rosalia,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Leontopithecus
NC_021960.1,9490,Saguinus oedipus,Animalia,Chordata,Mammalia,Primates,Callitrichidae,Saguinus
NC_002763.1,9514,Cebus albifrons,Animalia,Chordata,Mammalia,Primates,Cebidae,Cebus
NC_018096.1,39432,Saimiri boliviensis,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri
NC_021966.1,27679,Saimiri boliviensis,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri
NC_023211.1,942008,Saimiri oerstedii,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri
NC_012775.1,9521,Saimiri sciureus,Animalia,Chordata,Mammalia,Primates,Cebidae,Saimiri
